TargetID	ProbeID	4042961002_A.AVG_Signal	4042961002_A.Detection Pval	4042961002_A.BEAD_STDERR	4042961002_A.Avg_NBEADS	4042961002_B.AVG_Signal	4042961002_B.Detection Pval	4042961002_B.BEAD_STDERR	4042961002_B.Avg_NBEADS	4042961002_C.AVG_Signal	4042961002_C.Detection Pval	4042961002_C.BEAD_STDERR	4042961002_C.Avg_NBEADS	4042961002_D.AVG_Signal	4042961002_D.Detection Pval	4042961002_D.BEAD_STDERR	4042961002_D.Avg_NBEADS	4042961002_E.AVG_Signal	4042961002_E.Detection Pval	4042961002_E.BEAD_STDERR	4042961002_E.Avg_NBEADS	4042961002_F.AVG_Signal	4042961002_F.Detection Pval	4042961002_F.BEAD_STDERR	4042961002_F.Avg_NBEADS	4042961002_G.AVG_Signal	4042961002_G.Detection Pval	4042961002_G.BEAD_STDERR	4042961002_G.Avg_NBEADS	4042961002_H.AVG_Signal	4042961002_H.Detection Pval	4042961002_H.BEAD_STDERR	4042961002_H.Avg_NBEADS	4042961011_A.AVG_Signal	4042961011_A.Detection Pval	4042961011_A.BEAD_STDERR	4042961011_A.Avg_NBEADS	4042961011_B.AVG_Signal	4042961011_B.Detection Pval	4042961011_B.BEAD_STDERR	4042961011_B.Avg_NBEADS	4042961011_C.AVG_Signal	4042961011_C.Detection Pval	4042961011_C.BEAD_STDERR	4042961011_C.Avg_NBEADS	4042961011_D.AVG_Signal	4042961011_D.Detection Pval	4042961011_D.BEAD_STDERR	4042961011_D.Avg_NBEADS	4042961011_E.AVG_Signal	4042961011_E.Detection Pval	4042961011_E.BEAD_STDERR	4042961011_E.Avg_NBEADS	4042961011_F.AVG_Signal	4042961011_F.Detection Pval	4042961011_F.BEAD_STDERR	4042961011_F.Avg_NBEADS	4042961011_G.AVG_Signal	4042961011_G.Detection Pval	4042961011_G.BEAD_STDERR	4042961011_G.Avg_NBEADS	4042961011_H.AVG_Signal	4042961011_H.Detection Pval	4042961011_H.BEAD_STDERR	4042961011_H.Avg_NBEADS	4042961012_A.AVG_Signal	4042961012_A.Detection Pval	4042961012_A.BEAD_STDERR	4042961012_A.Avg_NBEADS	4042961012_B.AVG_Signal	4042961012_B.Detection Pval	4042961012_B.BEAD_STDERR	4042961012_B.Avg_NBEADS	4042961012_C.AVG_Signal	4042961012_C.Detection Pval	4042961012_C.BEAD_STDERR	4042961012_C.Avg_NBEADS	4042961012_D.AVG_Signal	4042961012_D.Detection Pval	4042961012_D.BEAD_STDERR	4042961012_D.Avg_NBEADS	4042961012_E.AVG_Signal	4042961012_E.Detection Pval	4042961012_E.BEAD_STDERR	4042961012_E.Avg_NBEADS	4042961012_F.AVG_Signal	4042961012_F.Detection Pval	4042961012_F.BEAD_STDERR	4042961012_F.Avg_NBEADS	4042961012_G.AVG_Signal	4042961012_G.Detection Pval	4042961012_G.BEAD_STDERR	4042961012_G.Avg_NBEADS	4042961012_H.AVG_Signal	4042961012_H.Detection Pval	4042961012_H.BEAD_STDERR	4042961012_H.Avg_NBEADS
NEGATIVE	4640196	0.09510024	0.8601695	0.04780487	32	-0.000439651	0.9562147	0.000439651	20	-0.02665999	0.9858757	0.02302593	21	0	0.8785311	0	28	0.3821149	0.9364407	0.1935929	26	0.2662218	0.8601695	0.1432133	28	-0.01800896	0.9915254	0.05267733	15	-0.3530157	0.9858757	0.354494	22	-0.01183808	0.9632769	0.1140603	34	0.4197176	0.7415254	0.1846162	35	1.228357	0.6935028	0.6397092	19	0.2881302	0.8502825	0.2002763	26	-0.000701988	0.9661017	0.000701988	20	0.1120192	0.7725989	0.1181826	23	0	0.9265537	0	27	0.006315436	0.8432204	0.1628302	25	1.124812	0.9336158	0.4397414	29	0.4103458	0.9533898	0.2157731	29	0.2735012	0.8757062	0.1654372	29	1.170075	0.8799435	0.5250971	35	0.03742916	0.9096045	0.03927568	26	0.009222358	0.8545198	0.02588334	27	0.1246692	0.9562147	0.2790827	44	2.461085	0.6638418	0.6097924	34
NEGATIVE	4640609	1.185163	0.5225989	0.2758831	44	2.495339	0.3672316	0.7747238	37	3.367648	0.3220339	0.9387975	30	1.239005	0.3403955	0.3656178	30	3.952716	0.5466102	0.8475918	33	3.977158	0.2725989	1.346492	24	10.58812	0.1285311	1.950968	44	3.464488	0.279661	1.000372	39	1.15313	0.5819209	0.2778023	39	2.336021	0.3573446	0.5683854	29	1.720675	0.6073446	0.3798422	35	3.922428	0.2881356	0.8341756	39	3.824885	0.3022599	0.9123817	38	7.490699	0.07627118	1.472646	43	2.962203	0.2937853	0.691371	37	0.9737663	0.4590395	0.8684623	31	9.607831	0.2881356	2.315798	31	9.791231	0.2048023	1.700958	41	6.672715	0.1638418	1.420219	38	8.187008	0.319209	1.699895	41	0.2060365	0.8220339	0.1556173	35	0.8277254	0.5254237	0.3192198	39	2.276987	0.6327683	0.5726747	35	6.792391	0.3121469	1.746305	34
NEGATIVE	4670255	5.101403	0.1158192	0.9739265	38	3.293814	0.2853107	0.6963327	38	8.850201	0.09039548	1.384597	32	3.103885	0.1384181	0.5951822	42	12.03433	0.1129944	2.163606	35	4.351264	0.2457627	1.180485	31	6.641137	0.2542373	1.402131	36	2.674927	0.3531073	1.085795	33	6.842572	0.1158192	1.139141	40	2.387917	0.3531073	0.6426609	34	3.594875	0.3870057	1.083774	25	4.887561	0.2245763	1.21698	30	6.324624	0.1723164	1.325992	32	2.672893	0.2372881	0.6537685	34	5.574385	0.1539548	1.509898	29	4.100869	0.1497175	1.374909	46	5.285943	0.5663842	1.003414	40	5.052537	0.4251412	1.257886	27	2.730617	0.4081921	0.6332003	40	7.622001	0.3403955	1.582051	45	3.572416	0.2542373	0.7788887	42	5.461546	0.09039548	1.209175	36	8.300121	0.230226	1.462375	44	4.55759	0.4618644	1.454621	24
NEGATIVE	4670438	0.8955271	0.5833333	0.4371331	38	0.2073207	0.819209	0.2425675	41	0.2145641	0.8446327	0.1116199	41	0.2206472	0.6045198	0.1493593	28	1.58888	0.7824859	0.3761975	37	0.9967731	0.6638418	0.400614	30	1.816948	0.7259887	0.5688475	39	1.111717	0.6200565	0.7661021	31	1.334468	0.5451977	0.3130926	38	0.787549	0.6186441	0.3525652	31	1.707795	0.6115819	0.3852924	46	2.622817	0.4152542	0.7576416	30	2.228673	0.4717514	0.6361483	30	0.02156775	0.8149717	0.4046015	33	0.09902579	0.8658192	0.04271981	25	0.5064751	0.59887	0.3947682	34	1.434989	0.9152542	0.4682041	34	1.494127	0.8220339	0.3929742	33	1.34753	0.6073446	0.6908336	37	6.325398	0.4194915	1.442735	35	0.15218	0.8446327	0.09703799	35	0.1732194	0.730226	0.1394724	28	-0.1418537	0.9929379	0.504519	33	4.110702	0.4872881	0.9229371	47
NEGATIVE	4670471	0.165932	0.829096	0.2011856	40	-1.51E-05	0.9519774	1.51E-05	20	0.6175678	0.7528248	0.2540269	36	0	0.8785311	0	26	0.1250325	0.9675141	0.082229	21	0.6451511	0.7584746	0.4139926	25	2.294417	0.6652542	0.7933261	30	-0.1284659	0.9661017	0.2123613	26	1.088933	0.5946327	0.3629121	27	1.224268	0.529661	0.3805623	31	0.08439595	0.9322034	0.0546095	27	1.232157	0.6370056	0.4304288	26	0.716014	0.7443503	0.4192365	49	-0.1867063	0.9180791	0.4789728	36	-7.51E-05	0.930791	7.51E-05	25	-0.2248076	0.9632769	0.4204306	42	2.588361	0.8149717	0.7817388	33	1.28048	0.8516949	0.314486	44	0.8556721	0.7132769	0.3143221	37	2.445486	0.7330508	0.7001535	28	0.8721524	0.6370056	0.2633227	31	0.03542228	0.829096	0.08663329	25	1.849777	0.6949152	0.4823749	44	1.416053	0.7824859	0.4503856	32
NEGATIVE	4670709	1.834238	0.3926554	0.505073	25	4.540564	0.1878531	1.01959	30	5.989751	0.1652542	0.9471958	42	4.393971	0.08474576	0.9221455	37	10.85035	0.1468927	1.645082	45	5.253792	0.1920904	1.286599	34	11.54052	0.1031073	2.056967	42	1.693836	0.5042373	1.117999	22	8.281533	0.07768361	1.314286	47	1.917693	0.4067796	0.7356042	26	6.206812	0.2245763	1.403883	29	5.315155	0.1935028	1.408695	26	5.008657	0.230226	1.124064	23	-0.3565145	0.9632769	0.6220379	30	1.595783	0.5	0.4643385	37	1.872343	0.3135593	0.8079672	28	6.132751	0.4971751	1.247394	44	8.607001	0.2415254	1.290885	45	4.285523	0.2937853	0.8192531	42	7.16674	0.3644068	1.283627	41	2.59787	0.3516949	0.7431647	27	1.238353	0.4378531	0.4297597	36	2.487541	0.6073446	0.6538238	26	5.553894	0.3841808	1.216957	44
NEGATIVE	4730209	0.01289565	0.8954802	0.1744396	30	0.03797581	0.8968927	0.1333795	21	1.240106	0.6228814	0.3815417	30	1.032153	0.3827684	0.3268422	29	9.517597	0.1963277	1.512127	40	0.9727286	0.6723164	0.4703773	42	6.95289	0.2415254	1.677762	30	2.883829	0.3276836	0.6529441	42	3.357256	0.3163842	0.8640572	33	0.6765906	0.6666667	0.2229781	46	3.155446	0.4194915	0.8779237	34	1.390531	0.6002825	0.453768	28	3.275806	0.3615819	0.7590721	39	0.3353657	0.6723164	0.1432302	26	1.287525	0.5480226	0.6705289	25	2.887963	0.210452	0.9368193	45	4.544108	0.6313559	1.120811	36	10.25921	0.180791	1.762682	40	3.149388	0.3841808	0.9120425	31	5.85364	0.4491525	1.613962	45	3.693907	0.240113	0.8610303	39	4.024209	0.1483051	0.7554834	41	4.168412	0.4322034	1.239198	29	6.080462	0.3601695	1.367035	40
NEGATIVE	4730240	1.585502	0.4378531	0.4041696	38	0.9085482	0.6313559	0.3638078	39	3.27233	0.3347458	0.8780946	39	0.6434141	0.4844633	0.2543338	29	3.660126	0.569209	0.7651495	36	6.859879	0.1271186	1.495276	40	5.61143	0.3220339	1.205415	40	1.464962	0.5423729	0.4312304	36	1.611092	0.4915254	0.5697613	26	5.030251	0.1497175	1.157674	37	6.416066	0.2146893	1.298178	41	2.775204	0.3968927	0.6826293	37	1.794166	0.5423729	0.4149863	44	-0.1282017	0.9039548	0.4946869	43	1.95432	0.4392655	0.8733577	27	3.271518	0.1878531	0.7715604	38	7.016001	0.4265537	1.018196	42	3.843311	0.5409604	0.7524265	50	6.083021	0.1920904	1.227291	38	8.841212	0.2824859	1.797975	42	0.6761415	0.6765537	0.4186178	32	4.303446	0.1355932	0.897487	45	9.201451	0.1963277	2.045655	40	2.293236	0.6822034	1.261292	37
NEGATIVE	4730450	3.039608	0.2641243	0.6607912	37	4.474478	0.1991525	0.7716518	48	2.967261	0.3559322	0.6788459	40	0.9382803	0.4053672	0.3522605	32	4.059274	0.539548	1.089671	29	2.004673	0.470339	0.6327667	35	3.831579	0.4731638	0.8820971	29	3.606756	0.2627119	0.9966903	47	2.163383	0.4392655	0.6301268	28	0.7359758	0.6398305	0.2359361	33	13.54717	0.06497175	2.735597	33	3.121266	0.3601695	1.152803	33	4.845765	0.2443503	0.9648191	45	3.354692	0.1822034	0.961898	28	2.353121	0.3728814	0.8552901	49	1.142886	0.4293785	0.6852387	46	10.04306	0.2740113	1.965882	38	6.749469	0.3135593	1.358236	44	2.721159	0.4124294	0.6659926	34	12.85993	0.1581921	2.435824	33	3.094537	0.3036723	0.7706731	40	1.563207	0.3855932	1.150743	32	7.573534	0.2556497	1.605573	44	4.796763	0.4420904	1.211691	30
NEGATIVE	4730482	0.9965496	0.5663842	0.2835601	30	3.000852	0.3149717	0.8434456	38	0.2951869	0.8248588	0.2102391	29	1.866031	0.2514124	0.7232823	31	4.705484	0.4689265	0.8589759	40	0.4924728	0.7966102	0.4150262	34	3.253217	0.5338983	0.7702138	32	4.798794	0.1878531	1.161617	37	3.764693	0.2641243	0.8210089	42	1.399326	0.4943503	0.3740761	42	2.014883	0.5621469	0.7500334	32	1.139309	0.6525424	0.3627284	43	4.607487	0.2612994	1.016429	29	5.124101	0.1214689	2.053866	30	1.933983	0.4420904	0.5487252	37	2.361602	0.259887	1.114624	24	6.851148	0.4350283	1.370746	39	5.360451	0.4025424	1.078162	39	1.284223	0.6242938	0.3671834	39	6.787192	0.3799435	1.280463	44	8.363011	0.08050848	1.835062	28	1.525366	0.3954802	0.3584625	34	2.476527	0.6087571	0.8605394	34	5.328176	0.4039548	1.737682	29
NEGATIVE	4730746	3.237402	0.2485876	0.8423374	31	7.055134	0.08757062	0.9834905	36	10.85498	0.05084746	2.280168	31	2.962662	0.1412429	0.8228394	35	10.51614	0.1539548	1.686456	36	3.552577	0.2980226	1.076943	23	15.02234	0.05508475	2.363345	41	1.832574	0.4717514	0.4273109	27	1.820827	0.4717514	0.7192577	39	2.695856	0.319209	0.9832585	28	3.024625	0.440678	0.8793482	31	4.365213	0.2612994	0.9676216	28	0.4428942	0.789548	0.2153774	21	2.800371	0.2217514	0.9095231	29	3.685579	0.2387006	1.031045	31	6.267129	0.08050848	1.661768	23	10.51474	0.2725989	2.083965	38	10.00946	0.1920904	1.347151	47	4.014328	0.3149717	0.8444259	32	10.92398	0.2076271	1.711118	42	5.8578	0.1384181	1.295572	42	6.299222	0.06497175	1.231541	36	10.10103	0.1694915	1.649155	43	16.74855	0.07768361	2.844166	33
NEGATIVE	4760112	0.8895732	0.5847458	0.2212582	40	1.165	0.5776836	0.3746191	31	0.888016	0.680791	0.2978153	32	-0.01060914	0.9519774	0.01142592	26	2.156975	0.7288136	0.5714085	36	-0.02991377	0.970339	0.1461692	24	0.111105	0.9406779	0.1238409	23	-0.3691501	0.9872881	0.4730175	40	0.02654915	0.9124294	0.0420559	27	1.783297	0.4251412	0.533518	24	0.8037816	0.7584746	0.2958093	33	0.008864601	0.9533898	0.01927596	29	1.892086	0.5310735	0.4509916	36	0.4886195	0.6087571	0.4848406	28	0.6984513	0.6652542	0.2958836	34	-0.3172785	0.9774011	0.3069067	31	1.412368	0.9180791	0.5533906	44	2.758052	0.670904	0.6402521	46	0.2474918	0.8855932	0.1154905	38	1.080241	0.8884181	0.3131427	33	0.4907575	0.7146893	0.2337536	46	0.3391359	0.6652542	0.1660241	36	0.750153	0.8700565	0.4854962	36	2.680424	0.6370056	0.6321423	37
NEGATIVE	4760377	0.1011706	0.8573446	0.08799249	28	-0.005532516	0.9774011	0.02344597	23	0.1181609	0.8728814	0.1411275	26	0.04851809	0.7118644	0.03322988	24	8.844606	0.2274011	1.427502	31	0.4225587	0.819209	0.3797001	34	0.129674	0.9364407	0.138106	30	-0.5653428	0.9971752	0.4651855	28	1.418057	0.5225989	0.4774379	26	-0.01985472	0.9830508	0.01621663	17	1.278352	0.6793785	0.4466285	31	0.137634	0.8968927	0.1449557	33	0.3420505	0.8206215	0.2121539	25	0.0617466	0.7937853	0.3982207	27	0.00420339	0.9081921	0.02125448	21	0.1338344	0.769774	0.1031516	22	6.111085	0.5	1.514438	28	3.130574	0.6200565	0.684647	36	0.08057462	0.9378531	0.0867805	27	2.318344	0.7443503	0.692962	27	0.2040038	0.8234463	0.105	30	0.3957158	0.6398305	0.5486122	30	1.277084	0.7853107	0.6218148	29	0.207932	0.9463277	0.4085699	30
NEGATIVE	4760390	0.2866912	0.7669492	0.2066085	30	0.548599	0.6977401	0.3264542	31	0.1640655	0.8587571	0.1214231	27	1.111969	0.3615819	0.3505856	22	3.554572	0.579096	1.516771	18	0.2120334	0.8742938	0.1105198	17	1.818636	0.7245763	0.5793342	32	-0.01365883	0.9293785	0.4189731	28	0.5354382	0.720339	0.2448431	33	0.7109352	0.6525424	0.2287805	33	-0.007665576	0.9632769	0.1956065	29	1.268269	0.6257062	0.4620828	28	0.2424245	0.8460452	0.2749021	32	-0.1183117	0.8997175	0.1052311	31	0.1126635	0.8559322	0.292479	23	0.2374292	0.7076271	0.3997181	33	3.182477	0.7429379	1.136203	33	2.801933	0.6624294	0.6841045	33	0.4870662	0.8036723	0.2013582	25	4.14613	0.569209	0.9003447	39	1.707215	0.4774011	0.4375163	31	-0.002140094	0.9237288	0.001387276	23	-0.06254345	0.9887006	0.2155048	31	-0.1328126	0.9957627	0.1372259	17
NEGATIVE	4760703	3.013746	0.2669491	0.6322855	39	1.37769	0.5353107	0.3633843	37	6.15853	0.161017	1.078943	47	1.373009	0.3121469	0.4721144	31	3.658009	0.5706215	0.899718	34	5.213583	0.1991525	1.075374	37	6.619665	0.2584746	1.223152	46	1.217417	0.5903955	0.3824991	28	5.194887	0.1737288	1.430745	25	3.598352	0.240113	0.9044641	35	4.045547	0.3488701	0.9565019	36	4.98229	0.2175141	0.9183273	47	2.636669	0.4237288	0.7373168	30	1.405045	0.391243	0.975564	35	3.602683	0.2443503	0.8744428	31	-0.07121375	0.9025424	0.3496004	35	3.055365	0.7570621	1.190345	28	7.948952	0.2641243	1.587156	41	3.576905	0.3559322	0.6823872	44	7.682956	0.3361582	1.622992	35	2.254859	0.391243	0.6143579	37	4.54025	0.1200565	0.9756097	34	11.4365	0.1426554	1.978749	41	4.444055	0.470339	1.222595	37
NEGATIVE	4780020	2.071201	0.3573446	0.4967991	29	3.455849	0.2768362	0.7638724	28	6.793456	0.1355932	1.355809	35	1.180445	0.3502825	0.3224473	37	5.012315	0.4519774	1.325246	31	2.685417	0.3799435	0.8147893	40	8.723297	0.1878531	1.594593	36	1.356987	0.5579096	0.8500209	22	0.9373844	0.6186441	0.4332285	26	1.149377	0.5381356	0.3494338	36	2.135593	0.5409604	0.5875664	26	1.86078	0.5282486	0.6665331	31	0.4717558	0.7810735	0.1814208	24	0.07240956	0.7838983	0.1422831	32	2.767202	0.3149717	0.5486729	34	0.4367674	0.6158192	0.768375	16	8.208278	0.3531073	1.649169	41	3.17008	0.6115819	0.754858	38	3.399867	0.3700565	0.9675382	39	5.585017	0.4689265	0.9785388	40	0.1231229	0.8629944	0.4298744	35	2.510654	0.2514124	0.5524176	41	3.368683	0.5225989	0.7508559	27	3.628521	0.5451977	1.015333	29
NEGATIVE	4780156	0.3498451	0.7372881	0.1348634	30	0.02427472	0.9039548	0.09519062	25	0.6723965	0.7387006	0.3896556	32	0	0.8785311	0	22	1.102616	0.8460452	0.3065977	38	0.06544201	0.9138418	0.148529	29	1.730946	0.740113	0.5725502	34	0.6520079	0.7231638	0.3164982	27	0	0.9406779	0	25	0.01485995	0.9025424	0.05470027	28	0.1630896	0.9194915	0.4588176	36	0.5753709	0.7824859	0.4206125	29	1.10903	0.6596045	0.2893741	39	-0.02096722	0.8403955	0.6104124	29	-0.001235575	0.9350283	0.01676929	31	-0.0285676	0.8728814	0.1444622	28	2.013837	0.8728814	0.6206511	32	2.155751	0.7556497	0.6137445	44	0.0968568	0.930791	0.07096926	27	-0.03736807	0.9985875	0.1528128	29	0.2096222	0.8177966	0.1692133	33	0.01454967	0.8446327	0.1296371	36	1.599264	0.7316384	0.5916296	42	-0.02225313	0.9830508	0.4040855	35
NEGATIVE	4780341	1.642462	0.4180791	0.5596046	31	0.3519904	0.7627119	0.1909674	32	0.6078251	0.7556497	0.2421358	29	0.2049862	0.6172317	0.09262312	27	6.665892	0.3234463	1.403958	37	0.8398123	0.710452	0.2759135	41	1.946491	0.7033898	0.5015626	35	0.6091552	0.7344633	0.5382804	33	1.929767	0.460452	0.4895009	44	0.3157193	0.769774	0.1593099	29	0.003958277	0.9548023	0.2084846	32	0.6481904	0.7683616	0.3101974	37	0.3542513	0.8149717	0.1429174	45	-0.08694442	0.8799435	0.3762834	29	-0.05023336	0.970339	0.06818235	34	0.9340535	0.470339	0.6248347	45	7.096225	0.4251412	2.210819	27	2.153507	0.7570621	0.7622988	35	1.835741	0.5310735	0.5558681	36	1.547997	0.8375706	0.7263452	27	0.2223401	0.8107345	0.09418076	26	0	0.9053673	0	26	1.137712	0.8050848	0.7995594	39	3.020453	0.6087571	1.195238	39
NEGATIVE	4780392	3.492197	0.2161017	0.9183822	28	5.718938	0.1327684	0.9462754	43	5.909645	0.170904	1.05389	30	2.867211	0.1525424	0.8001034	26	10.62313	0.1511299	1.957035	31	5.827173	0.1638418	1.302432	53	9.49568	0.1596045	1.887142	42	14.2876	0.02824859	2.739137	37	13.95783	0.02966102	2.78541	37	10.91427	0.04378531	1.753962	37	9.951865	0.1073446	2.142583	27	9.789564	0.06779661	1.749253	42	13.2168	0.04096045	2.059355	46	2.102515	0.2853107	0.7452832	33	8.691278	0.07344633	2.533846	30	8.41468	0.05225989	2.404425	30	12.81607	0.2033898	2.42846	35	11.96599	0.1341808	1.798069	44	12.54584	0.04519774	2.182678	41	21.00506	0.06073446	3.528846	37	12.55001	0.02966102	1.95544	38	7.760214	0.04661017	1.288642	43	11.80667	0.1341808	2.071385	35	15.37556	0.09039548	2.585808	41
NEGATIVE	4810075	4.040803	0.180791	1.131852	29	4.675375	0.1836158	1.261448	34	5.911314	0.1694915	1.217382	24	6.085362	0.04943503	1.27095	34	10.85686	0.1454802	1.919545	42	5.867352	0.161017	1.837688	32	16.80585	0.04096045	2.545533	36	9.911365	0.06920904	2.291972	32	12.67174	0.04096045	2.617954	42	5.983832	0.1087571	1.050526	45	14.09524	0.0579096	3.257668	28	5.270571	0.1949152	1.360103	31	6.571029	0.1624294	1.149316	39	6.002842	0.1059322	1.347631	41	7.588948	0.09745762	1.33224	53	4.24853	0.1426554	1.155117	40	21.21436	0.07344633	3.550825	40	9.73395	0.2062147	1.709055	42	16.41474	0.02259887	3.177994	32	10.81333	0.2146893	2.036217	42	10.58865	0.04519774	2.099939	34	6.52144	0.06073446	1.46673	39	5.817009	0.3502825	1.235271	28	11.73275	0.1567797	1.69009	49
NEGATIVE	4810441	1.851395	0.3841808	0.6614031	39	0.6532052	0.6737288	0.3058409	36	2.250664	0.4519774	0.6328767	31	2.552164	0.1793785	0.6056849	35	6.465211	0.3432204	1.612548	34	1.683739	0.5169492	0.4894752	42	6.088107	0.2909605	1.102263	37	0.6551281	0.7217514	0.7365342	34	0.566385	0.7062147	0.2063322	34	1.686995	0.4392655	0.3944248	36	0.7868586	0.7683616	0.2895174	26	2.529056	0.4265537	0.6589472	36	0.8204132	0.7259887	0.2483354	35	2.067984	0.2909605	0.8073831	41	1.150959	0.5706215	0.5146003	42	0.1274979	0.7754237	0.3307404	40	7.384315	0.3983051	1.863969	39	4.146454	0.5112994	0.7888407	43	4.318874	0.2923729	1.234983	24	5.590084	0.4675141	1.530001	33	0.3959315	0.7457627	0.1573815	27	1.413579	0.4152542	0.387935	33	4.130792	0.4364407	1.416499	34	5.032466	0.430791	1.188877	28
NEGATIVE	4810468	1.172183	0.5282486	0.3649281	41	1.089924	0.5918079	0.4300791	36	0.6116825	0.7542373	0.1703355	36	0.8028936	0.4336158	0.3216556	27	6.41756	0.3474576	1.277368	38	1.112509	0.6454802	0.4139342	33	6.155585	0.2867232	1.186134	37	0.7421115	0.7033898	0.4565873	27	1.941589	0.4590395	0.4367346	43	1.741196	0.4322034	0.4082888	37	1.475937	0.6553673	0.5809036	36	1.19769	0.6384181	0.3594983	26	0.506386	0.7768362	0.1944025	38	1.598516	0.3658192	1.26277	34	1.034846	0.5903955	0.5679938	34	1.326683	0.3954802	0.4694774	34	4.779137	0.6144068	1.009726	36	4.162857	0.5084746	0.885333	36	1.12456	0.6567796	0.3882822	29	5.336755	0.4844633	1.002788	36	4.038719	0.220339	0.9106168	42	0.6577442	0.569209	0.3594661	33	10.98338	0.1553672	2.084853	45	2.454312	0.6652542	0.6289567	42
NEGATIVE	4810554	0.07039789	0.8672317	0.160867	30	0	0.950565	0	24	0.2103933	0.84887	0.1720812	37	-0.008378753	0.9435028	0.02776075	24	2.506307	0.6920904	0.7526215	31	-0.06647813	0.980226	0.06519093	30	0.03779696	0.950565	0.1487885	23	0.2205894	0.8403955	0.1858604	33	0.3155131	0.8008475	0.2147833	36	0.6571962	0.6723164	0.2344574	24	0.03178166	0.9435028	0.1827478	34	1.758423	0.5480226	0.5962943	29	1.539335	0.5847458	0.5274213	35	0.2624989	0.7132769	0.3750767	45	0	0.9265537	0	29	-0.3638994	0.9858757	0.241075	31	2.196179	0.8516949	0.6130684	37	0.8651505	0.9053673	0.3777058	34	-0.1116138	0.9985875	0.05369343	32	1.307163	0.8686441	0.4303195	36	0.06914494	0.8926554	0.08828011	29	0.8429469	0.5225989	0.3776707	37	0.177422	0.9449152	0.3388865	26	2.329587	0.6779661	0.9706104	27
NEGATIVE	4830059	3.274786	0.2429378	0.696891	41	4.843728	0.1779661	0.9776186	29	3.851827	0.279661	0.8640563	44	0.5020601	0.519774	0.2245869	22	9.882928	0.1836158	2.016072	37	5.236218	0.1963277	1.317826	36	8.485922	0.1949152	1.318235	40	0.9815966	0.6412429	0.5984091	41	3.517458	0.2909605	0.7848576	30	2.684115	0.3220339	0.5989431	44	1.017376	0.7288136	0.3053211	32	1.172162	0.6412429	0.58538	34	2.908474	0.3884181	0.7727925	50	1.35989	0.4025424	0.9627287	42	3.694788	0.2372881	0.7784615	42	5.050815	0.1172316	1.547729	30	12.61604	0.210452	1.995523	49	9.289806	0.220339	1.701915	38	2.604414	0.4251412	0.6331013	24	8.235771	0.3107345	1.199528	49	5.544679	0.1567797	1.305168	30	1.990804	0.3064972	0.5143275	34	6.565031	0.3121469	1.072286	57	6.526858	0.329096	1.415762	31
NEGATIVE	4850044	0	0.9463277	0	22	0.5224071	0.7062147	0.2989654	33	0.4867774	0.7683616	0.292071	35	0.6588182	0.4816384	0.2521127	34	0.7098709	0.8912429	0.2634152	34	0.08374002	0.9110169	0.8966749	31	2.860778	0.5833333	0.8346695	40	0.6302144	0.7274011	0.5312461	38	0.3835117	0.7768362	0.2711166	23	0.5571049	0.7048023	0.2094096	26	0.3121669	0.8827683	0.5321319	32	0.7664236	0.7358757	0.4885684	27	0.1728153	0.8714689	0.2764226	29	0.02507311	0.8121469	0.2230397	27	0.2239666	0.8064972	0.1368756	28	0.4365787	0.6172317	0.1754781	26	8.503961	0.3375706	1.718817	38	3.974646	0.5310735	0.845761	35	1.160145	0.6539548	0.4436027	32	7.522156	0.3446328	1.712434	33	0.5819045	0.6935028	0.1724857	25	0.3073211	0.6765537	0.2000238	26	2.20634	0.6440678	0.897902	32	5.246674	0.4138418	1.026049	44
NEGATIVE	4850121	1.014647	0.5635593	0.3791877	37	0.09723622	0.8672317	0.127229	37	1.28555	0.6129944	0.4629457	32	0	0.8785311	0	24	2.726241	0.6680791	0.5085481	44	2.202839	0.4477401	0.5573441	44	2.295499	0.6624294	0.6122687	27	0.005610242	0.9152542	0.3520365	34	0.342247	0.7923729	0.126432	36	0	0.9449152	0	26	0.9607203	0.7387006	0.2476149	33	0.5847751	0.779661	0.3795609	31	-0.009390986	0.9731638	0.03595259	20	0.6034909	0.5776836	0.5679319	40	1.88851	0.450565	0.6218292	28	0.3604206	0.6440678	0.3736399	33	1.893878	0.8855932	0.5828968	42	1.734464	0.7966102	0.5056278	33	1.312286	0.6144068	0.4336417	48	7.473918	0.3488701	1.617467	36	0.1067213	0.8714689	0.1975987	34	-0.02471688	0.9632769	0.02201154	28	0.1465722	0.9548023	0.2416623	25	2.276635	0.6836158	0.6218064	40
