TargetID	ProbeID	4042961002_A.AVG_Signal	4042961002_A.Detection Pval	4042961002_A.BEAD_STDERR	4042961002_A.Avg_NBEADS	4042961002_B.AVG_Signal	4042961002_B.Detection Pval	4042961002_B.BEAD_STDERR	4042961002_B.Avg_NBEADS	4042961002_C.AVG_Signal	4042961002_C.Detection Pval	4042961002_C.BEAD_STDERR	4042961002_C.Avg_NBEADS	4042961002_D.AVG_Signal	4042961002_D.Detection Pval	4042961002_D.BEAD_STDERR	4042961002_D.Avg_NBEADS	4042961002_E.AVG_Signal	4042961002_E.Detection Pval	4042961002_E.BEAD_STDERR	4042961002_E.Avg_NBEADS	4042961002_F.AVG_Signal	4042961002_F.Detection Pval	4042961002_F.BEAD_STDERR	4042961002_F.Avg_NBEADS	4042961002_G.AVG_Signal	4042961002_G.Detection Pval	4042961002_G.BEAD_STDERR	4042961002_G.Avg_NBEADS	4042961002_H.AVG_Signal	4042961002_H.Detection Pval	4042961002_H.BEAD_STDERR	4042961002_H.Avg_NBEADS	4042961011_A.AVG_Signal	4042961011_A.Detection Pval	4042961011_A.BEAD_STDERR	4042961011_A.Avg_NBEADS	4042961011_B.AVG_Signal	4042961011_B.Detection Pval	4042961011_B.BEAD_STDERR	4042961011_B.Avg_NBEADS	4042961011_C.AVG_Signal	4042961011_C.Detection Pval	4042961011_C.BEAD_STDERR	4042961011_C.Avg_NBEADS	4042961011_D.AVG_Signal	4042961011_D.Detection Pval	4042961011_D.BEAD_STDERR	4042961011_D.Avg_NBEADS	4042961011_E.AVG_Signal	4042961011_E.Detection Pval	4042961011_E.BEAD_STDERR	4042961011_E.Avg_NBEADS	4042961011_F.AVG_Signal	4042961011_F.Detection Pval	4042961011_F.BEAD_STDERR	4042961011_F.Avg_NBEADS	4042961011_G.AVG_Signal	4042961011_G.Detection Pval	4042961011_G.BEAD_STDERR	4042961011_G.Avg_NBEADS	4042961011_H.AVG_Signal	4042961011_H.Detection Pval	4042961011_H.BEAD_STDERR	4042961011_H.Avg_NBEADS	4042961012_A.AVG_Signal	4042961012_A.Detection Pval	4042961012_A.BEAD_STDERR	4042961012_A.Avg_NBEADS	4042961012_B.AVG_Signal	4042961012_B.Detection Pval	4042961012_B.BEAD_STDERR	4042961012_B.Avg_NBEADS	4042961012_C.AVG_Signal	4042961012_C.Detection Pval	4042961012_C.BEAD_STDERR	4042961012_C.Avg_NBEADS	4042961012_D.AVG_Signal	4042961012_D.Detection Pval	4042961012_D.BEAD_STDERR	4042961012_D.Avg_NBEADS	4042961012_E.AVG_Signal	4042961012_E.Detection Pval	4042961012_E.BEAD_STDERR	4042961012_E.Avg_NBEADS	4042961012_F.AVG_Signal	4042961012_F.Detection Pval	4042961012_F.BEAD_STDERR	4042961012_F.Avg_NBEADS	4042961012_G.AVG_Signal	4042961012_G.Detection Pval	4042961012_G.BEAD_STDERR	4042961012_G.Avg_NBEADS	4042961012_H.AVG_Signal	4042961012_H.Detection Pval	4042961012_H.BEAD_STDERR	4042961012_H.Avg_NBEADS
NEGATIVE	580390	3.890542	0.1892655	0.8637878	41	4.005247	0.2274011	0.8352936	39	5.129442	0.1949152	1.026566	39	2.919572	0.1454802	0.6089704	45	7.33222	0.2853107	1.254099	43	0.9660978	0.6737288	0.4532732	22	3.601385	0.4957627	0.7291892	41	3.145442	0.3121469	0.7595946	40	1.370738	0.5353107	0.5104272	32	1.791382	0.4237288	0.6127352	29	4.30486	0.3262712	1.06919	35	1.970639	0.5028248	0.6379294	30	8.189356	0.1016949	1.741388	34	1.527239	0.3813559	0.6351631	46	5.377723	0.1581921	0.9989014	37	2.003788	0.2966102	0.8166517	30	7.284854	0.4096045	1.639207	38	12.22377	0.1257062	1.922955	44	4.527564	0.2725989	0.9186167	37	14.13895	0.1370057	2.297863	46	5.266424	0.1596045	1.174654	31	4.162925	0.1398305	0.9266145	35	6.98743	0.2810735	1.437021	44	5.425354	0.3940678	1.263273	31
NEGATIVE	580546	0.1398169	0.8403955	0.05078662	39	0.003700129	0.9180791	0.03064695	23	0.144542	0.8644068	0.1150184	25	0	0.8785311	0	29	1.419707	0.8050848	0.3898507	35	-0.05306032	0.9788136	0.03075635	25	0.2302483	0.9265537	0.1181612	36	0.2739359	0.8305085	0.3623427	36	0.3622199	0.7824859	0.1908164	30	0.01352001	0.9039548	0.2573844	30	0.07080226	0.9350283	0.1239467	30	0.3845244	0.8262712	0.2067536	30	0.03342247	0.9293785	0.0575416	31	-0.235475	0.9336158	0.2804521	32	1.425753	0.5268362	0.4686036	33	-0.02112746	0.8686441	0.01810032	21	2.97485	0.7641243	0.8016136	34	-0.1882883	1	0.1722768	25	0.2937486	0.8686441	0.1293429	34	1.40013	0.8545198	0.5082536	31	0.04859637	0.8997175	0.0663643	22	0.1354727	0.7542373	0.149991	35	0.070035	0.9632769	0.1748087	31	3.306878	0.5720339	1.010899	31
NEGATIVE	580619	0.2737188	0.779661	0.1547076	40	0	0.950565	0	17	0.000241959	0.9265537	0.01089343	22	-0.003212587	0.9138418	0.003212587	25	0.2192982	0.9576271	0.1553725	23	1.419693	0.569209	0.6434407	34	2.842729	0.5861582	0.7146072	43	0.6591899	0.720339	0.3955459	36	0.06160415	0.8954802	0.1073485	30	-0.001196203	0.950565	0.05892408	26	1.536333	0.6440678	0.3270027	41	0.02069159	0.9449152	0.09421008	26	-0.0286852	0.9858757	0.1520231	32	0.196745	0.7330508	0.2711709	36	0.04283985	0.8940678	0.0525751	29	0.02752297	0.8177966	0.167259	31	2.979054	0.7627119	0.9313476	42	0.3841218	0.9576271	0.1751733	31	0.1717931	0.9039548	0.149008	40	1.702535	0.8177966	0.6053459	35	0.1404558	0.8516949	0.0966913	24	0.004419396	0.8601695	0.006448188	27	1.990748	0.6822034	0.6956419	38	1.972742	0.720339	0.6794354	35
NEGATIVE	620110	5.592487	0.1002825	1.330068	33	1.318953	0.5522599	0.4637986	27	5.999535	0.1638418	1.224767	34	3.363213	0.1242938	0.6912898	39	10.24437	0.1737288	1.634349	35	2.872369	0.3644068	1.474323	29	12.1026	0.08898305	2.319254	36	11.95046	0.04661017	2.497463	37	7.135926	0.1101695	1.535177	25	4.415724	0.1765537	1.028233	30	4.910814	0.2838983	1.835224	23	9.728024	0.06920904	1.780906	29	6.881316	0.1440678	1.457763	38	0.9612707	0.4915254	0.5680407	34	5.876893	0.1412429	1.098077	38	0.6317452	0.5607345	0.4779413	29	12.70861	0.2062147	2.234571	34	9.350305	0.2132768	1.702496	41	8.348106	0.1031073	1.518761	41	9.533504	0.2514124	1.901659	38	2.613922	0.3488701	0.7123209	37	5.166996	0.1002825	0.8745148	43	8.523382	0.2146893	1.453129	45	9.569008	0.2090396	1.677976	46
NEGATIVE	620368	4.48477	0.1497175	0.9833065	32	2.994684	0.3163842	0.7660398	34	6.59576	0.1426554	1.631915	36	0.7937017	0.4378531	0.3253036	30	10.00021	0.1793785	2.27336	33	3.184876	0.3276836	0.8687423	26	10.88916	0.1186441	1.715845	50	9.124775	0.07485875	2.113408	41	4.345871	0.2161017	0.8943686	31	2.353057	0.3559322	0.5874645	31	7.212904	0.1822034	1.247032	48	8.10845	0.0960452	1.671948	42	6.685116	0.1553672	1.415796	43	1.288426	0.4110169	0.8201297	32	7.178849	0.1002825	1.358877	37	2.765903	0.2189265	1.001268	30	8.81833	0.3248588	1.609476	36	3.094743	0.6285311	0.942184	29	5.913133	0.1977401	1.011926	43	6.456525	0.4081921	1.585001	32	3.747209	0.2358757	0.7811883	44	4.152879	0.1412429	0.9496707	43	7.630503	0.2528249	1.56418	33	10.7008	0.1793785	2.245999	26
NEGATIVE	620537	1.879233	0.3799435	0.4474335	26	0.5047382	0.7146893	0.1688593	34	2.253596	0.450565	0.6026569	31	1.68686	0.2740113	0.6303551	27	3.937209	0.549435	1.00838	29	1.723195	0.5127119	0.5306383	28	2.710789	0.6016949	1.103579	28	3.782061	0.25	0.7560636	38	1.961081	0.4576271	0.6090921	34	4.145837	0.2019774	1.176697	23	1.049682	0.720339	0.369826	25	2.125849	0.4774011	0.6970651	39	0.7736249	0.7330508	0.2285071	27	2.520135	0.2429378	0.8619702	20	3.453444	0.2556497	0.8738376	32	2.495276	0.2429378	0.7947191	26	1.69023	0.8968927	0.9409285	21	4.220652	0.5028248	1.226969	27	0.5682251	0.789548	1.063435	23	2.896621	0.6920904	0.6724946	35	0.3159221	0.7782486	0.2523528	35	0.8361458	0.5240113	0.4287097	30	5.290573	0.3771186	0.9939536	47	8.050986	0.2584746	1.653712	32
NEGATIVE	620687	7.168406	0.06920904	1.545259	41	8.818274	0.05084746	1.680728	44	6.93774	0.1285311	1.114911	33	2.949611	0.1426554	0.7429442	35	19.65234	0.03248588	2.479448	47	17.15793	0.01977401	3.226254	36	12.84456	0.07627118	1.867793	50	8.33779	0.08192091	2.385458	31	8.201854	0.08050848	1.693249	47	7.282591	0.07909604	1.845514	27	19.34506	0.03389831	3.030105	52	8.85322	0.08615819	1.259393	40	14.53991	0.03107345	2.018873	44	9.24236	0.0480226	2.103149	34	12.52775	0.03248588	1.935955	43	4.123871	0.1440678	1.127817	38	30.67095	0.03672316	4.61629	31	16.97882	0.06214689	2.395897	40	13.56734	0.03531073	2.634145	34	26.34368	0.03531073	4.546155	44	11.08418	0.04096045	1.858088	46	8.37694	0.03954802	1.57303	40	24.69871	0.02824859	3.484364	41	26.73727	0.03107345	3.6944	40
NEGATIVE	630278	0.1656124	0.8305085	0.1424692	32	1.180572	0.5762712	0.3761396	28	2.44621	0.4251412	0.5921395	29	3.377386	0.1214689	0.7672958	39	3.324217	0.6115819	0.7706544	25	1.162896	0.6327683	0.4941618	21	4.180984	0.4378531	1.025782	36	4.643273	0.1963277	1.776841	26	-0.04235002	0.9816384	0.1108716	31	0.9933828	0.5649717	0.2619752	32	3.588408	0.3898305	0.8083428	32	3.598015	0.3163842	0.7427098	32	0.4092111	0.8064972	0.2381547	25	-0.3894979	0.970339	0.8816472	33	0.69556	0.6694915	0.3197511	19	0.2838324	0.6864407	0.5122718	34	0.4479623	0.9731638	0.4119045	25	2.917679	0.6398305	0.7290531	35	0.3720704	0.8418079	0.2112605	32	1.463631	0.84887	0.5621999	33	0.9660465	0.6200565	0.3222325	28	0.2062905	0.7146893	0.1434087	27	0.8238608	0.8615819	0.3495468	31	1.41047	0.7853107	0.5508533	28
NEGATIVE	630468	0.1636263	0.8319209	0.3072724	29	0.04992177	0.8870056	0.06511129	23	0.3215261	0.8135593	0.1511045	30	0	0.8785311	0	26	2.736063	0.6666667	0.684784	41	1.022924	0.6610169	0.5512869	33	2.10244	0.6878531	0.6876429	33	2.527744	0.3728814	0.9502036	33	0.7770308	0.6596045	0.2881191	35	0.1792412	0.8163842	0.1279451	25	2.184848	0.5381356	0.7825586	24	0.6287532	0.7754237	0.2806886	25	0.9458557	0.6949152	0.3442493	31	0.2169279	0.7274011	0.375065	23	0.8564183	0.6341808	0.5073261	31	-0.3297171	0.980226	0.7929865	31	3.893044	0.6850283	0.7984872	39	4.950114	0.4336158	1.254663	32	3.514796	0.3615819	0.819159	36	1.588254	0.829096	0.4978509	29	2.698135	0.3389831	0.8159652	24	-0.05629979	0.9858757	0.0328834	27	2.091381	0.6638418	0.4479737	35	5.051539	0.4251412	1.227305	35
NEGATIVE	630523	1.838732	0.3898305	0.5731186	37	0.0422265	0.8926554	0.03217471	28	0.1464889	0.8629944	0.08414676	28	0	0.8785311	0	20	3.535731	0.5833333	0.7281185	52	7.70863	0.1087571	1.844197	32	3.110873	0.5550848	0.569697	46	0.1250644	0.8714689	0.3658759	34	1.720348	0.4816384	0.5181806	37	1.114991	0.5466102	0.3644378	30	2.547067	0.4872881	0.6207935	34	0.06390449	0.9223164	0.06471082	25	0.4191088	0.7980226	0.2367357	24	0.3616522	0.6610169	0.4307249	37	1.814756	0.4618644	0.7217641	29	0.8135926	0.5042373	0.58967	30	10.64626	0.2641243	2.512715	28	5.148413	0.4194915	1.32839	27	0.7623498	0.7387006	0.4291005	35	9.179895	0.2627119	1.47772	47	2.593378	0.3531073	0.721485	36	0.1006959	0.7824859	0.1641754	30	7.203589	0.269774	1.519735	50	6.575418	0.3276836	1.691405	34
NEGATIVE	630554	0.001020846	0.9124294	0.003537297	23	0.7445791	0.6525424	0.2984371	41	-0.03480425	0.990113	0.03201454	29	0.0562571	0.7090396	0.04249027	32	3.16945	0.6186441	0.9392558	32	1.447548	0.5621469	0.6476002	44	1.813474	0.7274011	0.4820635	37	-0.07391927	0.9519774	0.4471163	33	0.05151528	0.90113	0.08126234	20	-0.051429	0.9985875	0.02487964	19	0.3449022	0.8728814	0.1629019	27	0.1969809	0.8742938	0.06774497	32	1.679712	0.5635593	0.5037902	39	-0.1214738	0.90113	0.1449842	31	0.2785274	0.789548	0.1891556	30	-0.06885185	0.8983051	0.05344284	27	2.482058	0.8220339	0.7053682	31	0.6769772	0.9350283	0.2520161	24	0.6246343	0.7768362	0.2014669	34	0.9991801	0.9025424	0.3760125	31	-0.05777011	0.9872881	0.05537712	26	-0.000320921	0.9124294	0.000320921	26	3.093893	0.5522599	0.7228611	41	0.3004827	0.9378531	0.2009655	28
NEGATIVE	650184	4.783207	0.1313559	0.8698379	52	2.098475	0.420904	0.4546448	41	3.187982	0.3375706	0.8166659	41	3.511694	0.1172316	0.5615231	47	9.435473	0.2019774	1.561852	43	0.5292481	0.7838983	0.2177941	44	3.565342	0.5056497	0.795001	43	2.104801	0.4251412	1.080829	28	3.916931	0.2443503	0.9309703	32	3.519649	0.2457627	0.6998883	42	5.272092	0.2627119	1.4718	34	0.6907142	0.7556497	0.2450001	23	6.068727	0.1822034	1.465658	35	2.250655	0.269774	1.883575	25	0.831933	0.6412429	0.3965006	35	2.80698	0.2161017	0.7313213	33	9.915922	0.279661	1.666793	45	6.645974	0.3220339	1.815102	29	4.163291	0.3064972	0.860649	41	11.89402	0.1765537	2.108606	47	3.660598	0.2457627	0.8830276	33	2.868296	0.2259887	0.6769587	34	7.789416	0.240113	1.504094	36	14.87347	0.1002825	2.971863	27
NEGATIVE	650224	2.125983	0.3488701	0.4686777	35	0.06529137	0.8785311	0.06588592	19	2.375154	0.4322034	0.5049577	36	0.06640846	0.6935028	0.1050484	29	5.673851	0.3940678	1.174604	35	1.552601	0.539548	0.6357051	36	4.646103	0.3884181	0.8532987	44	2.521406	0.3742938	0.7011571	36	0.9836034	0.6073446	0.3173812	29	2.123181	0.3771186	0.4026405	40	8.361101	0.1511299	1.486988	45	3.798295	0.2966102	0.8306485	41	1.722601	0.5593221	0.6281171	34	1.477555	0.3870057	0.6447685	38	2.654432	0.3347458	0.6322709	37	0.1335554	0.7711864	0.5473264	22	6.080242	0.5014125	1.155493	36	5.597939	0.3870057	0.894131	48	2.160969	0.4788136	0.584519	28	13.10841	0.1553672	2.919647	35	1.57942	0.5	0.515381	43	1.73381	0.3474576	0.4495518	28	6.885986	0.2937853	1.632784	39	5.465286	0.3898305	1.043165	44
NEGATIVE	670253	2.856243	0.2754237	0.6830733	40	1.455533	0.5127119	0.4427337	36	2.0137	0.4858757	0.5166854	29	0.8674801	0.4124294	0.320631	33	4.576846	0.4830509	1.142517	33	0.6381571	0.7655367	0.5111234	25	1.35817	0.7810735	0.6109087	25	1.902617	0.4562147	0.5653487	30	2.303287	0.4223164	0.6261086	36	0.2503782	0.7838983	0.1385662	28	0.486556	0.8389831	0.2244616	25	0.2442474	0.8601695	0.2198479	21	1.075563	0.6666667	0.3313031	43	1.355836	0.4039548	0.7492434	31	1.484636	0.5141243	0.5038024	34	1.885346	0.3107345	0.654357	30	4.886224	0.6059322	1.301761	39	2.372308	0.7259887	0.6192022	33	1.942093	0.5127119	0.5744997	41	2.368496	0.7415254	0.9091216	40	3.589648	0.2514124	0.6120166	43	0.1032288	0.7810735	0.05997677	25	2.957199	0.5649717	0.8689972	27	3.189255	0.5875706	0.6959578	40
NEGATIVE	670347	1.378727	0.4816384	0.3257771	41	3.755601	0.2514124	0.9697908	20	0.581099	0.759887	0.39536	26	0.7086193	0.4646893	0.297924	29	2.166614	0.7245763	0.5273274	30	2.437393	0.4180791	0.6643506	35	3.132041	0.5536723	0.8736088	24	0.9563591	0.6454802	0.5035026	39	2.167737	0.4378531	0.5905105	36	3.302563	0.2570621	0.8221376	30	0.6924459	0.7937853	0.4591885	33	6.927068	0.1285311	1.198851	41	1.6091	0.5734463	0.4336706	29	-0.005862222	0.8333333	0.2838076	34	0.3683402	0.7627119	0.3066655	32	0.1046367	0.7824859	0.1101085	30	2.051528	0.8686441	0.7027442	32	4.076859	0.5211864	0.8882149	44	1.165953	0.6497175	0.4514258	32	1.373476	0.8587571	0.5243786	33	0.4152038	0.7372881	0.1774817	32	0.1380901	0.7485875	0.2434693	26	3.94854	0.4661017	0.8611615	37	5.282644	0.4110169	1.282515	29
NEGATIVE	670452	1.316783	0.4943503	0.4174055	36	1.441655	0.5155367	0.5341265	24	3.593444	0.3022599	0.703276	45	0.6392509	0.4858757	0.3670629	27	3.847427	0.5536723	0.8230829	44	1.322208	0.5903955	0.529667	44	4.708516	0.3827684	0.9433219	36	-0.01096039	0.9265537	0.1933091	31	3.783389	0.259887	0.8290766	30	0.8236607	0.6115819	0.2270326	45	2.879868	0.4491525	1.156124	31	3.293351	0.3446328	0.8910179	30	4.993816	0.2316384	1.114025	32	3.740607	0.1652542	1.097287	31	4.087081	0.2189265	1.048359	39	2.176653	0.2810735	0.6486741	41	22.44613	0.06497175	4.34533	38	3.153697	0.6144068	0.8586484	36	1.981326	0.5056497	0.6751147	29	14.92176	0.1214689	3.03703	38	0.9792467	0.6158192	0.4515594	21	0.5744168	0.5918079	0.3341219	34	7.730279	0.2457627	1.307896	49	10.2531	0.190678	1.553462	43
NEGATIVE	730577	4.36854	0.1581921	0.9891095	33	1.5322	0.4971751	0.3471178	30	3.706327	0.2951977	0.8017338	41	0.8108066	0.4265537	0.3081225	34	5.076798	0.4463277	0.9853008	43	1.823063	0.4971751	0.6196632	29	1.807019	0.7288136	0.4091604	44	2.593334	0.3672316	1.378279	30	0.9071265	0.6327683	0.3488709	29	1.822819	0.4180791	0.6439357	28	0.32863	0.8799435	0.1722818	33	0.4369514	0.8177966	0.2589114	27	2.528031	0.4336158	0.612818	36	0.005020807	0.8234463	0.6108628	43	2.126085	0.4067796	0.5296633	29	0.4659012	0.6059322	0.4161804	39	5.233014	0.5776836	1.263317	37	3.605381	0.5677966	1.072108	28	2.58261	0.4265537	0.6835453	33	3.009079	0.6694915	0.7267126	33	-0.04237621	0.9844633	0.03449561	27	0.6973687	0.5550848	0.206711	36	3.95769	0.4618644	1.094202	32	1.506516	0.7669492	0.5316952	38
NEGATIVE	730612	4.341219	0.161017	0.9281843	38	3.97743	0.2288136	0.9716593	30	1.804521	0.5240113	0.509042	23	1.651521	0.2838983	0.4817624	26	5.370266	0.4152542	0.8941562	49	1.077772	0.6525424	0.4133864	35	5.962214	0.3036723	1.195783	38	3.52771	0.2754237	1.111179	33	7.202172	0.1087571	1.357962	37	3.010068	0.2853107	1.195235	26	1.154202	0.7062147	0.3983368	33	1.725748	0.5522599	0.5860124	31	1.34789	0.6172317	0.4399882	28	2.084762	0.2867232	1.025397	30	0.4953527	0.7245763	0.2031055	30	0.9799795	0.4576271	0.3590061	17	5.168523	0.5819209	0.9910423	39	5.488365	0.3940678	1.211698	37	6.18018	0.1864407	1.304047	34	7.202011	0.358757	1.62874	35	1.501877	0.5155367	0.6060591	30	3.275804	0.190678	0.6781266	39	4.282146	0.4279661	0.9832464	40	3.249363	0.5776836	1.096312	29
NEGATIVE	780044	0.6104686	0.6610169	0.2519079	25	1.063825	0.6016949	0.3956772	29	2.306853	0.4449153	0.6227173	35	0.1385223	0.6497175	0.2066821	36	2.76749	0.6624294	0.8564202	38	2.796251	0.3728814	0.7819807	38	0.3032602	0.9180791	0.1263485	35	0.9546093	0.6468927	0.5785273	42	0.9508259	0.6129944	0.5986622	33	-0.01471828	0.9731638	0.05869012	30	-0.001457254	0.9576271	0.001457254	25	0.2997743	0.8474576	0.2863056	35	1.166416	0.6525424	0.5795645	42	0.2483513	0.7146893	0.4451324	37	0.4680028	0.7316384	0.1722604	37	-0.5379088	0.9971752	0.3568599	40	7.244057	0.4110169	2.12371	35	1.916099	0.7768362	0.630426	38	1.392756	0.6016949	0.5254006	38	0.4971479	0.9463277	0.5267575	26	-0.02630399	0.9759887	0.02398573	22	0.1081887	0.7782486	0.06896126	22	1.288843	0.7838983	0.5244354	29	2.523045	0.6539548	0.788926	34
NEGATIVE	780136	2.179579	0.3361582	0.6612838	25	3.105429	0.3008475	0.8140888	29	1.698216	0.5423729	0.432597	38	4.561116	0.07909604	0.9956895	41	7.136843	0.2980226	1.432594	36	5.376612	0.1864407	1.000937	42	11.50752	0.1045198	1.949995	43	3.41942	0.2838983	0.8879485	41	4.092039	0.2316384	1.129864	35	2.693987	0.3206215	0.8982809	28	10.19574	0.1016949	2.222842	33	8.587264	0.09180791	1.501174	46	6.700931	0.1539548	1.387115	33	5.250186	0.1172316	1.438214	29	2.55552	0.3502825	0.6938651	36	2.732404	0.220339	0.7782028	40	17.90967	0.1115819	3.021758	41	3.032429	0.6313559	0.7240464	30	4.277048	0.2951977	0.8933957	38	19.69401	0.07062147	3.475461	33	4.497141	0.190678	0.9434599	39	3.164613	0.2033898	0.6849362	35	3.699097	0.4830509	1.041541	32	12.68875	0.1426554	2.058319	36
NEGATIVE	780577	0.4202031	0.7132769	0.2626191	34	0.6235875	0.6793785	0.2607429	26	-0.02405999	0.9844633	0.02478652	19	0	0.8785311	0	27	0.9062526	0.8700565	0.2831939	31	0.2907722	0.8573446	0.1613635	24	0.02219488	0.9576271	0.08141926	23	0.000376227	0.9166667	0.003954498	15	-0.03059227	0.980226	0.09895905	30	0	0.9449152	0	26	0.4333968	0.84887	0.2296637	28	0.005245712	0.9562147	0.02206493	24	0.7322497	0.740113	0.3554948	35	0.1210309	0.7669492	0.2464535	22	0.000622988	0.9152542	0.01077878	24	-0.122266	0.9279661	0.06958979	22	0.1948803	0.9858757	0.1804575	28	0.1260592	0.9759887	0.1477028	32	1.289147	0.6228814	0.3774626	48	2.365026	0.7429379	0.556899	47	0.04363471	0.9025424	0.2117514	35	0.2955817	0.6822034	0.1402502	47	1.14119	0.8036723	0.3969022	37	0.2473649	0.9420904	0.3522746	30
NEGATIVE	780706	1.294019	0.5	0.4158221	32	5.493145	0.1398305	1.20388	37	3.994399	0.2711864	0.8014356	41	2.029401	0.2372881	0.6145394	35	8.466149	0.2415254	1.454781	37	6.10364	0.1539548	1.341356	35	3.215111	0.5409604	0.6697104	39	3.345428	0.2881356	0.9054264	31	2.690693	0.3827684	0.8113302	47	5.116697	0.1454802	1.216877	43	6.748169	0.1991525	1.315106	48	5.54431	0.180791	1.192405	36	3.575903	0.3234463	0.8468354	36	4.521468	0.1370057	1.677264	31	4.891808	0.1751412	0.8180499	42	3.237246	0.1892655	0.9953582	34	21.8281	0.07062147	3.250439	52	8.652917	0.240113	1.70768	35	3.676913	0.3432204	1.063749	32	21.85751	0.05084746	4.33829	36	3.045706	0.3079096	0.8329319	37	4.3691	0.1327684	0.9763941	33	7.933043	0.2358757	2.034105	31	9.319561	0.2161017	1.576249	35
NEGATIVE	830068	4.701046	0.1370057	0.9651518	42	-0.01870162	0.9872881	0.1306458	25	3.547783	0.3064972	1.0189	33	0.3463764	0.5621469	0.1545652	35	12.03179	0.1144068	1.760731	50	6.331277	0.1426554	1.475087	32	1.564864	0.7514125	0.5279251	26	1.628038	0.5183616	0.5389755	34	3.152971	0.3403955	1.079816	33	0.9778937	0.5706215	0.359053	26	2.707233	0.4661017	0.7929103	35	5.249967	0.1963277	1.239068	36	4.637889	0.2584746	1.541516	26	4.909914	0.1271186	1.197588	35	5.344737	0.161017	1.070715	39	0.8800406	0.490113	0.5703169	29	14.23936	0.161017	3.158389	33	16.62282	0.06497175	3.034347	39	6.845164	0.1553672	1.465978	29	12.23714	0.170904	2.241869	30	3.717768	0.2387006	0.9352459	42	7.089187	0.05649718	2.044957	29	14.407	0.09180791	2.805792	38	6.020354	0.3629943	1.779784	36
NEGATIVE	840296	0.04290135	0.8870056	0.06453732	29	-0.004706139	0.9759887	0.0368347	32	0	0.9463277	0	22	0	0.8785311	0	25	1.111808	0.8432204	0.3292738	41	-0.05161945	0.9774011	0.0700274	29	-0.001633963	0.9788136	0.02657978	26	0.631857	0.7245763	0.7485574	41	-0.05400818	0.9858757	0.04202465	31	0.008554729	0.9110169	0.0172076	26	0.05694347	0.9378531	0.08468183	23	0.04309965	0.9336158	0.1000034	32	0.553972	0.7711864	0.2099036	29	-0.1084455	0.8926554	0.1595045	30	-0.004792916	0.9420904	0.00863946	25	-0.03852662	0.8785311	0.09160269	33	0.6929438	0.9576271	0.5830502	36	0.7776707	0.9223164	0.3922559	32	0.07702623	0.9406779	0.1237467	27	1.943329	0.7881356	0.5363628	37	0	0.9491525	0	25	0	0.9053673	0	23	0.9279572	0.8375706	0.4194538	35	0.8569274	0.8700565	0.5668291	42
NEGATIVE	840431	3.404691	0.2259887	0.8028527	40	4.994019	0.1680791	1.068995	43	2.024884	0.4844633	0.5145153	32	0.03906484	0.7189265	0.03466056	28	8.987612	0.220339	1.462332	41	3.740052	0.289548	1.112407	27	7.683189	0.2175141	1.489988	44	2.047895	0.430791	0.8675628	43	6.05268	0.1454802	1.393555	32	4.946582	0.1525424	1.146724	32	5.94794	0.2372881	1.510434	34	2.018326	0.4915254	0.4822352	45	7.516548	0.1158192	1.467779	34	1.587011	0.3686441	0.4974707	32	7.072381	0.1045198	1.380165	37	3.426816	0.1779661	0.8846587	50	6.822392	0.4364407	1.708601	32	8.117361	0.2612994	1.429121	40	6.175177	0.1878531	1.027695	40	12.44047	0.1680791	2.489805	40	3.365005	0.2725989	0.7660211	32	0.7812855	0.5353107	0.2868981	29	2.71946	0.5918079	0.7781311	31	14.06966	0.1087571	2.481182	36
NEGATIVE	840521	1.224299	0.5183616	0.4463288	29	0.07708611	0.8742938	0.2851062	28	0.2433795	0.8361582	0.1723167	33	-0.03707108	0.9858757	0.01915893	22	1.988961	0.740113	0.5381807	25	1.288566	0.6016949	0.5405248	40	1.130773	0.8135593	0.369278	24	0.575877	0.7485875	0.336915	32	1.43367	0.5211864	0.6234161	23	0.006398036	0.9124294	0.02152893	28	1.455309	0.6581921	0.4924457	34	0.8418927	0.7132769	0.2889776	30	-0.01851128	0.980226	0.01577748	22	-0.3414201	0.9519774	0.3451452	32	0.6285868	0.6850283	0.3201194	37	2.471903	0.2471751	0.7529464	28	1.852416	0.8912429	0.7155568	23	2.301835	0.7387006	0.8854732	35	2.880624	0.3997175	0.795469	34	3.939095	0.5918079	0.981656	35	0.3258777	0.7683616	0.1272551	26	-0.00095664	0.9180791	0.000739633	28	0.1195121	0.9576271	0.3029085	29	1.519056	0.7641243	0.7103205	28
